web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627321765-11721","http://ufcstats.com/statistics/fighters?char=d&page=all","Mackenzie","Dern","","5' 4""","115 lbs.","63.0""","Orthodox","11","1","0",""
"1627321765-11672","http://ufcstats.com/statistics/fighters?char=d&page=all","LC","Davis","","5' 8""","135 lbs.","69.0""","Southpaw","23","8","0",""
"1627321765-11805","http://ufcstats.com/statistics/fighters?char=d&page=all","Albert","Duraev","Machete","5' 11""","170 lbs.","--","","13","3","0",""
"1627321765-11724","http://ufcstats.com/statistics/fighters?char=d&page=all","Cory","Devela","The One","5' 0""","185 lbs.","--","Orthodox","16","7","0",""
"1627321765-11691","http://ufcstats.com/statistics/fighters?char=d&page=all","Mark","De La Rosa","Bumblebee","5' 6""","135 lbs.","65.0""","Orthodox","11","5","0",""
"1627321765-11657","http://ufcstats.com/statistics/fighters?char=d&page=all","Cindy","Dandois","Battlecat","5' 7""","135 lbs.","--","Orthodox","8","3","0",""
"1627321765-11714","http://ufcstats.com/statistics/fighters?char=d&page=all","Justin","DeMoney","","--","170 lbs.","--","","15","7","1",""
"1627321765-11763","http://ufcstats.com/statistics/fighters?char=d&page=all","Cameron","Dollar","","5' 11""","155 lbs.","--","Orthodox","11","5","0",""
"1627321765-11666","http://ufcstats.com/statistics/fighters?char=d&page=all","Sean","Daugherty","","6' 0""","175 lbs.","--","","0","2","0",""
"1627321765-11705","http://ufcstats.com/statistics/fighters?char=d&page=all","Shane","del Rosario","","6' 4""","250 lbs.","--","Southpaw","11","2","0",""
"1627321765-11693","http://ufcstats.com/statistics/fighters?char=d&page=all","Rodrigo","de Lima","Monstro","5' 7""","155 lbs.","--","Orthodox","8","3","1",""
"1627321765-11801","http://ufcstats.com/statistics/fighters?char=d&page=all","Chris","Duncan","The Problem","6' 0""","155 lbs.","--","","7","0","0",""
"1627321765-11746","http://ufcstats.com/statistics/fighters?char=d&page=all","Ralph","Dillon","Rage","6' 2""","205 lbs.","--","Orthodox","0","2","1",""
"1627321765-11712","http://ufcstats.com/statistics/fighters?char=d&page=all","Jon","Delos Reyes","The Heat","5' 6""","125 lbs.","67.0""","Orthodox","8","5","0",""
"1627321765-11807","http://ufcstats.com/statistics/fighters?char=d&page=all","Cody","Durden","","5' 7""","125 lbs.","67.0""","Southpaw","11","3","1",""
"1627321765-11664","http://ufcstats.com/statistics/fighters?char=d&page=all","Karen","Darabedyan","","5' 7""","155 lbs.","68.0""","Orthodox","13","6","0",""
"1627321765-11711","http://ufcstats.com/statistics/fighters?char=d&page=all","Roland","Delorme","","5' 9""","135 lbs.","71.0""","Orthodox","9","5","0",""
"1627321765-11797","http://ufcstats.com/statistics/fighters?char=d&page=all","Alexis","Dufresne","Sneaky Zebra","5' 9""","135 lbs.","--","Orthodox","6","3","0",""
"1627321765-11643","http://ufcstats.com/statistics/fighters?char=d&page=all","Marcos","da Matta","Parrumpinha","5' 4""","145 lbs.","--","","11","3","0",""
"1627321765-11723","http://ufcstats.com/statistics/fighters?char=d&page=all","Tony","DeSouza","","6' 0""","170 lbs.","70.0""","Southpaw","11","4","0",""
"1627321765-11788","http://ufcstats.com/statistics/fighters?char=d&page=all","Robert","Drysdale","","6' 3""","205 lbs.","--","Orthodox","7","0","0",""
"1627321765-11735","http://ufcstats.com/statistics/fighters?char=d&page=all","Hacran","Dias","Barnabe","5' 8""","155 lbs.","69.0""","Orthodox","23","6","1",""
"1627321765-11675","http://ufcstats.com/statistics/fighters?char=d&page=all","Mike","Davis","","--","--","--","","2","0","0",""
"1627321765-11795","http://ufcstats.com/statistics/fighters?char=d&page=all","Todd","Duffee","","6' 3""","260 lbs.","78.0""","Orthodox","9","3","0",""
"1627321765-11749","http://ufcstats.com/statistics/fighters?char=d&page=all","Helio","Dipp","","6' 5""","185 lbs.","--","Orthodox","6","3","0",""
"1627321765-11719","http://ufcstats.com/statistics/fighters?char=d&page=all","Robert","Densley","The Wrecker","5' 9""","155 lbs.","--","","9","10","0",""
"1627321765-11787","http://ufcstats.com/statistics/fighters?char=d&page=all","Tomasz","Drwal","Gorilla","6' 1""","205 lbs.","76.0""","Orthodox","21","5","1",""
"1627321765-11792","http://ufcstats.com/statistics/fighters?char=d&page=all","Joe","Duarte","","--","155 lbs.","--","","10","4","0",""
"1627321765-11786","http://ufcstats.com/statistics/fighters?char=d&page=all","Chris","Drumm","","5' 8""","145 lbs.","--","","0","1","0",""
"1627321765-11814","http://ufcstats.com/statistics/fighters?char=d&page=all","Rolando","Dy","Dy Incredible","5' 8""","145 lbs.","69.0""","Orthodox","9","7","1",""
"1627321765-11760","http://ufcstats.com/statistics/fighters?char=d&page=all","Joe","Doerksen","El Dirte","6' 0""","185 lbs.","75.0""","Orthodox","51","16","0",""
"1627321765-11679","http://ufcstats.com/statistics/fighters?char=d&page=all","Brandon","Davis","Killer B","5' 10""","135 lbs.","72.0""","Orthodox","10","8","0",""
"1627321765-11728","http://ufcstats.com/statistics/fighters?char=d&page=all","Micol","Di Segni","","5' 3""","115 lbs.","60.0""","Orthodox","7","3","0",""
"1627321765-11732","http://ufcstats.com/statistics/fighters?char=d&page=all","Tyler","Diamond","","5' 7""","145 lbs.","69.0""","Orthodox","9","1","0",""
"1627321765-11806","http://ufcstats.com/statistics/fighters?char=d&page=all","Reuben","Duran","","5' 7""","135 lbs.","71.0""","Orthodox","11","7","1",""
"1627321765-11765","http://ufcstats.com/statistics/fighters?char=d&page=all","Dennis","Dombrow","","--","145 lbs.","--","","7","5","0",""
"1627321765-11670","http://ufcstats.com/statistics/fighters?char=d&page=all","Rick","Davis","The Flying Squirrel","5' 9""","155 lbs.","--","Orthodox","3","1","1",""
"1627321765-11776","http://ufcstats.com/statistics/fighters?char=d&page=all","Oleksandr","Doskalchuk","","5' 6""","125 lbs.","--","Southpaw","10","2","0",""
"1627321765-11800","http://ufcstats.com/statistics/fighters?char=d&page=all","Norma","Dumont","The Immortal","5' 7""","145 lbs.","67.0""","Orthodox","6","1","0",""
"1627321765-11720","http://ufcstats.com/statistics/fighters?char=d&page=all","Jason","Dent","Dynamite","5' 10""","155 lbs.","71.0""","Orthodox","22","13","0",""
"1627321765-11812","http://ufcstats.com/statistics/fighters?char=d&page=all","David","Dvorak","Undertaker","5' 5""","125 lbs.","68.0""","Orthodox","20","3","0",""
"1627321765-11669","http://ufcstats.com/statistics/fighters?char=d&page=all","Brian","Davidson","","5' 6""","145 lbs.","--","","13","4","0",""
"1627321765-11659","http://ufcstats.com/statistics/fighters?char=d&page=all","Raymond","Daniels","","6' 2""","185 lbs.","--","Southpaw","0","1","0",""
"1627321765-11804","http://ufcstats.com/statistics/fighters?char=d&page=all","Tom","Duquesnoy","Fire Kid","5' 7""","135 lbs.","68.0""","Orthodox","16","2","0",""
"1627321765-11799","http://ufcstats.com/statistics/fighters?char=d&page=all","Kelly","Dullanty","Psycho","5' 8""","155 lbs.","--","Orthodox","4","2","0",""
"1627321765-11678","http://ufcstats.com/statistics/fighters?char=d&page=all","Danny","Davis","","6' 2""","170 lbs.","--","","13","11","1",""
"1627321765-11756","http://ufcstats.com/statistics/fighters?char=d&page=all","Shana","Dobson","Danger","5' 6""","125 lbs.","69.0""","Orthodox","4","5","0",""
"1627321765-11736","http://ufcstats.com/statistics/fighters?char=d&page=all","Nick","Diaz","","6' 1""","185 lbs.","76.0""","Southpaw","26","9","0",""
"1627321765-11740","http://ufcstats.com/statistics/fighters?char=d&page=all","Adrian","Diaz","","5' 10""","145 lbs.","--","Southpaw","11","4","1",""
"1627321765-11642","http://ufcstats.com/statistics/fighters?char=d&page=all","Sarah","D'alelio","The Monster","5' 7""","145 lbs.","--","","11","7","0",""
"1627321765-11686","http://ufcstats.com/statistics/fighters?char=d&page=all","Yorgan","De Castro","The Mad Titan","6' 0""","250 lbs.","74.0""","Orthodox","6","3","0",""
"1627321765-11717","http://ufcstats.com/statistics/fighters?char=d&page=all","Nick","Denis","The Ninja of Love","5' 7""","135 lbs.","--","Orthodox","11","3","0",""
"1627321765-11684","http://ufcstats.com/statistics/fighters?char=d&page=all","Martin","Day","The Spartan","5' 10""","145 lbs.","73.0""","Orthodox","8","6","0",""
"1627321765-11708","http://ufcstats.com/statistics/fighters?char=d&page=all","Israel","Delgado","","5' 10""","155 lbs.","--","","0","2","0",""
"1627321765-11808","http://ufcstats.com/statistics/fighters?char=d&page=all","Luiz","Dutra","Besouro","5' 11""","170 lbs.","--","Orthodox","13","6","1",""
"1627321765-11743","http://ufcstats.com/statistics/fighters?char=d&page=all","Kyle","Dietz","","5' 8""","135 lbs.","--","Orthodox","5","2","0",""
"1627321765-11764","http://ufcstats.com/statistics/fighters?char=d&page=all","CB","Dollaway","The Doberman","6' 2""","185 lbs.","76.0""","Orthodox","17","9","0",""
"1627321765-11753","http://ufcstats.com/statistics/fighters?char=d&page=all","Anthony","Do","","5' 4""","125 lbs.","--","","4","2","0",""
"1627321765-11715","http://ufcstats.com/statistics/fighters?char=d&page=all","Vanessa","Demopoulos","Lil Monster","5' 2""","115 lbs.","59.0""","Orthodox","5","2","0",""
"1627321765-11777","http://ufcstats.com/statistics/fighters?char=d&page=all","David","Douglas","Tarzan","5' 11""","155 lbs.","--","","9","7","0",""
"1627321765-11677","http://ufcstats.com/statistics/fighters?char=d&page=all","Alexis","Davis","","5' 6""","135 lbs.","68.0""","Orthodox","20","11","0",""
"1627321765-11739","http://ufcstats.com/statistics/fighters?char=d&page=all","Ryan","Diaz","","--","145 lbs.","--","","13","14","0",""
"1627321765-11655","http://ufcstats.com/statistics/fighters?char=d&page=all","Carina","Damm","Beauty But the Beast","5' 4""","135 lbs.","--","","2","13","0",""
"1627321765-11802","http://ufcstats.com/statistics/fighters?char=d&page=all","Evan","Dunham","","5' 10""","155 lbs.","70.0""","Southpaw","18","9","1",""
"1627321765-11781","http://ufcstats.com/statistics/fighters?char=d&page=all","Danny","Downes","","6' 0""","155 lbs.","72.0""","Orthodox","8","3","0",""
"1627321765-11770","http://ufcstats.com/statistics/fighters?char=d&page=all","Rafael","Dos Anjos","","5' 8""","155 lbs.","70.0""","Southpaw","30","13","0",""
"1627321765-11697","http://ufcstats.com/statistics/fighters?char=d&page=all","Maria","De Oliveira Neta","","5' 5""","115 lbs.","--","Orthodox","10","5","0",""
"1627321765-11775","http://ufcstats.com/statistics/fighters?char=d&page=all","Tiago","dos Santos e Silva","Trator","5' 9""","145 lbs.","70.0""","Orthodox","20","7","2",""
"1627321765-11716","http://ufcstats.com/statistics/fighters?char=d&page=all","Chris","Dempsey","","5' 10""","185 lbs.","72.0""","Orthodox","11","5","0",""
"1627321765-11766","http://ufcstats.com/statistics/fighters?char=d&page=all","OJ","Dominguez","","--","--","--","","0","1","0",""
"1627321765-11665","http://ufcstats.com/statistics/fighters?char=d&page=all","Beneil","Dariush","","5' 10""","155 lbs.","72.0""","Southpaw","21","4","1",""
"1627321765-11658","http://ufcstats.com/statistics/fighters?char=d&page=all","Jarjis","Danho","Man Mountain","6' 3""","265 lbs.","74.0""","Orthodox","7","1","1",""
"1627321765-11725","http://ufcstats.com/statistics/fighters?char=d&page=all","John","Devine","","--","--","--","","6","4","0",""
"1627321765-11771","http://ufcstats.com/statistics/fighters?char=d&page=all","Junior","Dos Santos","Cigano","6' 4""","238 lbs.","77.0""","Orthodox","21","9","0",""
"1627321765-11751","http://ufcstats.com/statistics/fighters?char=d&page=all","Matt","Dixon","Magic","5' 10""","170 lbs.","75.0""","Switch","9","1","0",""
"1627321765-11778","http://ufcstats.com/statistics/fighters?char=d&page=all","Damion","Douglas","","--","170 lbs.","--","","4","1","0",""
"1627321765-11662","http://ufcstats.com/statistics/fighters?char=d&page=all","Eduardo","Dantas","Dudu","5' 10""","135 lbs.","--","","20","4","0",""
"1627321765-11685","http://ufcstats.com/statistics/fighters?char=d&page=all","Angel","De Anda","The Dream","5' 9""","225 lbs.","--","Orthodox","18","6","0",""
"1627321765-11731","http://ufcstats.com/statistics/fighters?char=d&page=all","Marc","Diakiese","Bonecrusher","5' 10""","155 lbs.","73.0""","Orthodox","14","4","0",""
"1627321765-11789","http://ufcstats.com/statistics/fighters?char=d&page=all","Dricus","Du Plessis","Stillknocks","6' 1""","185 lbs.","76.0""","Switch","16","2","0",""
"1627321765-11738","http://ufcstats.com/statistics/fighters?char=d&page=all","Michael","Diaz","","--","260 lbs.","--","","1","2","0",""
"1627321765-11673","http://ufcstats.com/statistics/fighters?char=d&page=all","Phil","Davis","Mr. Wonderful","6' 2""","205 lbs.","79.0""","Orthodox","17","4","0",""
"1627321765-11722","http://ufcstats.com/statistics/fighters?char=d&page=all","Booker","DeRousse","","6' 2""","205 lbs.","--","","6","5","0",""
"1627321765-11702","http://ufcstats.com/statistics/fighters?char=d&page=all","Tom","DeBlass","","6' 0""","185 lbs.","--","Orthodox","9","2","0",""
"1627321765-11718","http://ufcstats.com/statistics/fighters?char=d&page=all","Thomas","Denny","The Wildman","5' 10""","170 lbs.","--","Orthodox","27","21","1",""
"1627321765-11646","http://ufcstats.com/statistics/fighters?char=d&page=all","Henrique","Da Silva Lopes","Montanha","6' 3""","240 lbs.","--","","5","2","0",""
"1627321765-11667","http://ufcstats.com/statistics/fighters?char=d&page=all","Kyle","Daukaus","","6' 3""","185 lbs.","76.0""","Southpaw","10","2","0",""
"1627321765-11733","http://ufcstats.com/statistics/fighters?char=d&page=all","Eldo Xavier","Dias","","5' 11""","180 lbs.","--","","0","1","0",""
"1627321765-11698","http://ufcstats.com/statistics/fighters?char=d&page=all","Isabela","de Padua","Belinha","5' 3""","125 lbs.","64.0""","Orthodox","5","2","0",""
"1627321765-11710","http://ufcstats.com/statistics/fighters?char=d&page=all","Jack","Della","","5' 11""","170 lbs.","--","","9","2","0",""
"1627321765-11729","http://ufcstats.com/statistics/fighters?char=d&page=all","Cyrille","Diabate","The Snake","6' 6""","205 lbs.","81.0""","Southpaw","19","10","1",""
"1627321765-11663","http://ufcstats.com/statistics/fighters?char=d&page=all","Mac","Danzig","","5' 8""","155 lbs.","70.0""","Orthodox","21","12","1",""
"1627321765-11730","http://ufcstats.com/statistics/fighters?char=d&page=all","Thomas","Diagne","","6' 1""","154 lbs.","--","","6","6","1",""
"1627321765-11783","http://ufcstats.com/statistics/fighters?char=d&page=all","John","Doyle","The Iron Bull","5' 11""","205 lbs.","--","Orthodox","11","22","0",""
"1627321765-11780","http://ufcstats.com/statistics/fighters?char=d&page=all","Jordan","Dowdy","","--","170 lbs.","--","","4","3","0",""
