web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322453-12931","http://ufcstats.com/statistics/fighters?char=m&page=all","Fabio","Maldonado","Caipira de Aco","6' 1""","205 lbs.","75.0""","Orthodox","23","11","0",""
"1627322453-13057","http://ufcstats.com/statistics/fighters?char=m&page=all","Tim","Means","The Dirty Bird","6' 2""","170 lbs.","75.0""","Orthodox","32","12","1",""
"1627322453-13023","http://ufcstats.com/statistics/fighters?char=m&page=all","Kris","McCray","Savage","6' 0""","170 lbs.","76.0""","Orthodox","8","5","0",""
"1627322453-12964","http://ufcstats.com/statistics/fighters?char=m&page=all","Doug","Marshall","The Rhino","5' 10""","205 lbs.","--","Orthodox","18","8","0",""
"1627322453-12968","http://ufcstats.com/statistics/fighters?char=m&page=all","Eric","Martin","","--","--","--","","0","1","0",""
"1627322453-13122","http://ufcstats.com/statistics/fighters?char=m&page=all","Vitaly","Minakov","","6' 2""","249 lbs.","--","","20","0","0",""
"1627322453-13038","http://ufcstats.com/statistics/fighters?char=m&page=all","Ryan","McGillivray","The Kid","5' 11""","170 lbs.","--","","12","0","1",""
"1627322453-12994","http://ufcstats.com/statistics/fighters?char=m&page=all","Jorge","Masvidal","Gamebred","5' 11""","170 lbs.","74.0""","Orthodox","35","15","0",""
"1627322453-13105","http://ufcstats.com/statistics/fighters?char=m&page=all","Bojan","Mihajlovic","","5' 11""","205 lbs.","73.0""","Orthodox","10","6","0",""
"1627322453-13167","http://ufcstats.com/statistics/fighters?char=m&page=all","Andrew","Montanez","","--","185 lbs.","--","","9","12","1",""
"1627322453-13234","http://ufcstats.com/statistics/fighters?char=m&page=all","Kazunari","Murakami","","6' 1""","220 lbs.","--","Orthodox","5","5","0",""
"1627322453-12918","http://ufcstats.com/statistics/fighters?char=m&page=all","John","Maguire","The One","5' 9""","155 lbs.","69.0""","Southpaw","24","9","0",""
"1627322453-13028","http://ufcstats.com/statistics/fighters?char=m&page=all","Michael","McDonald","The Black Sniper","5' 11""","205 lbs.","--","Orthodox","1","1","0",""
"1627322453-12975","http://ufcstats.com/statistics/fighters?char=m&page=all","Rainy","Martinez","","6' 0""","199 lbs.","--","Orthodox","0","2","0",""
"1627322453-12913","http://ufcstats.com/statistics/fighters?char=m&page=all","Neil","Magny","The Haitian Sensation","6' 3""","170 lbs.","80.0""","Orthodox","25","9","0",""
"1627322453-13163","http://ufcstats.com/statistics/fighters?char=m&page=all","Rudyard","Moncayo","","5' 10""","195 lbs.","--","Orthodox","0","3","0",""
"1627322453-12900","http://ufcstats.com/statistics/fighters?char=m&page=all","Don","Madge","Magic Man","6' 0""","155 lbs.","72.0""","Southpaw","9","3","1",""
"1627322453-13046","http://ufcstats.com/statistics/fighters?char=m&page=all","Cory","McKenna","The Hobbit","5' 3""","115 lbs.","58.0""","Orthodox","6","1","0",""
"1627322453-13217","http://ufcstats.com/statistics/fighters?char=m&page=all","Askar","Mozharov","No Mercy","6' 3""","205 lbs.","--","","21","8","0",""
"1627322453-13066","http://ufcstats.com/statistics/fighters?char=m&page=all","Gerald","Meerschaert","GM3","6' 1""","185 lbs.","77.0""","Southpaw","32","14","0",""
"1627322453-12982","http://ufcstats.com/statistics/fighters?char=m&page=all","Mana","Martinez","ManaBoi","5' 10""","135 lbs.","70.0""","Orthodox","6","2","0",""
"1627322453-12897","http://ufcstats.com/statistics/fighters?char=m&page=all","Anthony","Macias","Mad Dog","5' 9""","185 lbs.","--","Switch","26","18","0",""
"1627322453-13169","http://ufcstats.com/statistics/fighters?char=m&page=all","Erick","Montano","Perry","6' 0""","170 lbs.","73.0""","Orthodox","7","5","0",""
"1627322453-13232","http://ufcstats.com/statistics/fighters?char=m&page=all","Andy","Murad","The Tooth Fairy","5' 9""","185 lbs.","--","","15","2","0",""
"1627322453-13171","http://ufcstats.com/statistics/fighters?char=m&page=all","Alberto","Montes","The Promise","5' 7""","135 lbs.","--","","4","0","0",""
"1627322453-13253","http://ufcstats.com/statistics/fighters?char=m&page=all","Ho Bae","Myeon","","5' 11""","168 lbs.","--","Orthodox","13","5","1",""
"1627322453-13243","http://ufcstats.com/statistics/fighters?char=m&page=all","Lerone","Murphy","The Miracle","5' 9""","145 lbs.","73.0""","Orthodox","10","0","1",""
"1627322453-12889","http://ufcstats.com/statistics/fighters?char=m&page=all","Rory","MacDonald","Red King","6' 0""","170 lbs.","76.0""","Orthodox","19","4","0",""
"1627322453-13022","http://ufcstats.com/statistics/fighters?char=m&page=all","Sean","McCorkle","","6' 7""","265 lbs.","81.0""","Orthodox","17","7","0",""
"1627322453-13012","http://ufcstats.com/statistics/fighters?char=m&page=all","Gray","Maynard","","5' 9""","155 lbs.","70.0""","Orthodox","13","7","1",""
"1627322453-13065","http://ufcstats.com/statistics/fighters?char=m&page=all","Sanford Alton","Meeks","","6' 5""","265 lbs.","75.0""","Orthodox","1","1","0",""
"1627322453-13054","http://ufcstats.com/statistics/fighters?char=m&page=all","James","McSweeney","The Hammer","6' 4""","230 lbs.","77.0""","Switch","15","15","0",""
"1627322453-13074","http://ufcstats.com/statistics/fighters?char=m&page=all","Gilbert","Melendez","El Nino","5' 9""","145 lbs.","73.0""","Orthodox","22","8","0",""
"1627322453-13021","http://ufcstats.com/statistics/fighters?char=m&page=all","Charles","McCarthy","Chainsaw","5' 10""","185 lbs.","71.0""","Orthodox","10","5","0",""
"1627322453-13033","http://ufcstats.com/statistics/fighters?char=m&page=all","Justin","McElfresh","","6' 6""","205 lbs.","--","Orthodox","6","4","0",""
"1627322453-13159","http://ufcstats.com/statistics/fighters?char=m&page=all","Ashkan","Mokhtarian","The Assassin","5' 6""","125 lbs.","67.0""","Southpaw","13","3","0",""
"1627322453-13039","http://ufcstats.com/statistics/fighters?char=m&page=all","Ryan","McGivern","","6' 0""","185 lbs.","--","Orthodox","13","7","0",""
"1627322453-12922","http://ufcstats.com/statistics/fighters?char=m&page=all","Klayton","Mai","","5' 9""","125 lbs.","--","","8","3","0",""
"1627322453-13087","http://ufcstats.com/statistics/fighters?char=m&page=all","Steve","Mensing","The Machine","5' 11""","185 lbs.","--","Orthodox","9","13","2",""
"1627322453-13083","http://ufcstats.com/statistics/fighters?char=m&page=all","Pietro","Menga","","5' 7""","125 lbs.","68.0""","Southpaw","13","0","0",""
"1627322453-13123","http://ufcstats.com/statistics/fighters?char=m&page=all","Darrick","Minner","","5' 7""","145 lbs.","69.0""","Orthodox","26","12","0",""
"1627322453-13184","http://ufcstats.com/statistics/fighters?char=m&page=all","Leonardo","Morales","Chimy","5' 8""","135 lbs.","--","Southpaw","6","2","0",""
"1627322453-12933","http://ufcstats.com/statistics/fighters?char=m&page=all","Bea","Malecki","","5' 9""","135 lbs.","74.0""","Orthodox","4","0","0",""
"1627322453-12988","http://ufcstats.com/statistics/fighters?char=m&page=all","Max","Martyniouk","Payne","--","155 lbs.","--","","1","1","0",""
"1627322453-13247","http://ufcstats.com/statistics/fighters?char=m&page=all","Nicholas","Musoke","Nico","6' 0""","170 lbs.","75.0""","Orthodox","13","5","0",""
"1627322453-12938","http://ufcstats.com/statistics/fighters?char=m&page=all","Troy","Mandaloniz","Rude Boy","5' 9""","170 lbs.","--","Orthodox","3","2","0",""
"1627322453-12930","http://ufcstats.com/statistics/fighters?char=m&page=all","Jeremy","Malaterre","","5' 11""","155 lbs.","--","","4","2","0",""
"1627322453-12961","http://ufcstats.com/statistics/fighters?char=m&page=all","John","Marsh","","6' 0""","265 lbs.","--","Orthodox","8","7","0",""
"1627322453-12887","http://ufcstats.com/statistics/fighters?char=m&page=all","Jason","MacDonald","The Athlete","6' 3""","185 lbs.","80.0""","Orthodox","25","16","0",""
"1627322453-13019","http://ufcstats.com/statistics/fighters?char=m&page=all","Ian","McCall","Uncle Creepy","5' 5""","125 lbs.","64.0""","Orthodox","13","5","1",""
"1627322453-13113","http://ufcstats.com/statistics/fighters?char=m&page=all","Cole","Miller","Magrinho","6' 1""","145 lbs.","73.0""","Orthodox","21","11","0",""
"1627322453-12906","http://ufcstats.com/statistics/fighters?char=m&page=all","Vinny","Magalhaes","Pezao","6' 3""","205 lbs.","75.0""","Orthodox","14","9","0",""
"1627322453-12940","http://ufcstats.com/statistics/fighters?char=m&page=all","Michael","Mangan","","--","155 lbs.","--","","0","3","0",""
"1627322453-12952","http://ufcstats.com/statistics/fighters?char=m&page=all","Ronny","Markes","","6' 1""","185 lbs.","75.0""","Orthodox","17","5","0",""
"1627322453-12978","http://ufcstats.com/statistics/fighters?char=m&page=all","Henry","Martinez","Sicario","5' 7""","155 lbs.","69.0""","Southpaw","9","4","0",""
"1627322453-13211","http://ufcstats.com/statistics/fighters?char=m&page=all","Nikolas","Motta","Iron","5' 9""","155 lbs.","70.0""","Orthodox","12","3","0",""
"1627322453-13155","http://ufcstats.com/statistics/fighters?char=m&page=all","Bronson","Mohika","","--","135 lbs.","--","","1","1","0",""
"1627322453-13000","http://ufcstats.com/statistics/fighters?char=m&page=all","AJ","Matthews","","5' 11""","185 lbs.","--","","8","7","0",""
