web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627323119-13649","http://ufcstats.com/statistics/fighters?char=r&page=all","Hussain","Rasouli","","5' 6""","135 lbs.","--","","2","3","0",""
"1627323119-13691","http://ufcstats.com/statistics/fighters?char=r&page=all","Will","Ribeiro","","5' 8""","135 lbs.","--","Orthodox","10","2","0",""
"1627323119-13657","http://ufcstats.com/statistics/fighters?char=r&page=all","Iony","Razafiarison","","5' 3""","145 lbs.","--","","2","1","0",""
"1627323119-13743","http://ufcstats.com/statistics/fighters?char=r&page=all","Colin","Robinson","Big C","6' 4""","243 lbs.","--","Orthodox","10","12","0",""
"1627323119-13718","http://ufcstats.com/statistics/fighters?char=r&page=all","Francisco","Rivera","Cisco","5' 8""","135 lbs.","70.0""","Orthodox","11","7","0",""
"1627323119-13634","http://ufcstats.com/statistics/fighters?char=r&page=all","Aleksandar","Rakic","","6' 4""","205 lbs.","78.0""","Orthodox","14","2","0",""
"1627323119-13741","http://ufcstats.com/statistics/fighters?char=r&page=all","Chad","Robichaux","Robo","5' 4""","135 lbs.","--","","13","2","0",""
"1627323119-13632","http://ufcstats.com/statistics/fighters?char=r&page=all","Ricky","Rainey","The Sniper","6' 1""","170 lbs.","77.0""","Switch","12","6","0",""
"1627323119-13799","http://ufcstats.com/statistics/fighters?char=r&page=all","Khalil","Rountree Jr.","","6' 1""","205 lbs.","76.0""","Southpaw","9","5","0",""
"1627323119-13815","http://ufcstats.com/statistics/fighters?char=r&page=all","Anthony","Ruiz","El Toro","6' 2""","205 lbs.","--","Orthodox","33","22","0",""
"1627323119-13628","http://ufcstats.com/statistics/fighters?char=r&page=all","Jordan","Radev","","5' 7""","185 lbs.","--","Southpaw","23","5","0",""
"1627323119-13662","http://ufcstats.com/statistics/fighters?char=r&page=all","Paul","Redmond","Redser","5' 10""","145 lbs.","--","Orthodox","12","7","0",""
"1627323119-13767","http://ufcstats.com/statistics/fighters?char=r&page=all","Marcos","Rogerio de Lima","Pezao","6' 1""","253 lbs.","75.0""","Orthodox","18","8","1",""
"1627323119-13735","http://ufcstats.com/statistics/fighters?char=r&page=all","Daniel","Roberts","Ninja","5' 10""","170 lbs.","74.0""","Southpaw","15","7","0",""
"1627323119-13713","http://ufcstats.com/statistics/fighters?char=r&page=all","Shannon","Ritch","The Cannon","5' 9""","190 lbs.","--","Orthodox","56","83","0",""
"1627323119-13779","http://ufcstats.com/statistics/fighters?char=r&page=all","Anthony","Romero","The Genius","5' 11""","155 lbs.","70.0""","Orthodox","8","0","0",""
"1627323119-13725","http://ufcstats.com/statistics/fighters?char=r&page=all","Theo","Rlayang","","--","145 lbs.","--","","5","0","0",""
"1627323119-13659","http://ufcstats.com/statistics/fighters?char=r&page=all","Antony","Rea","Wild Thing","6' 0""","205 lbs.","--","Orthodox","33","15","0",""
"1627323119-13658","http://ufcstats.com/statistics/fighters?char=r&page=all","Abdul","Razak Alhassan","","5' 10""","170 lbs.","73.0""","Orthodox","10","4","0",""
"1627323119-13737","http://ufcstats.com/statistics/fighters?char=r&page=all","Danny","Roberts","Hot Chocolate","6' 1""","170 lbs.","74.0""","Southpaw","17","5","0",""
"1627323119-13714","http://ufcstats.com/statistics/fighters?char=r&page=all","Diego","Rivas","Pitbull","5' 8""","145 lbs.","69.0""","Orthodox","10","2","0",""
"1627323119-13798","http://ufcstats.com/statistics/fighters?char=r&page=all","Rick","Roufus","","6' 0""","207 lbs.","--","Southpaw","4","6","0",""
"1627323119-13654","http://ufcstats.com/statistics/fighters?char=r&page=all","Joe","Ray","","--","170 lbs.","--","","13","0","0",""
"1627323119-13753","http://ufcstats.com/statistics/fighters?char=r&page=all","Kleydson","Rodrigues","KR","5' 6""","125 lbs.","--","","6","1","0",""
