web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322015-12048","http://ufcstats.com/statistics/fighters?char=g&page=all","Alex","Garcia","The Dominican Nightmare","5' 9""","170 lbs.","72.0""","Orthodox","15","6","0",""
"1627322015-12210","http://ufcstats.com/statistics/fighters?char=g&page=all","Brad","Gumm","","5' 11""","170 lbs.","--","Orthodox","10","6","1",""
"1627322015-12187","http://ufcstats.com/statistics/fighters?char=g&page=all","Max","Griffin","Pain","5' 11""","170 lbs.","76.0""","Orthodox","18","8","0",""
"1627322015-12055","http://ufcstats.com/statistics/fighters?char=g&page=all","David","Gardner","","5' 11""","155 lbs.","--","Orthodox","18","21","0",""
"1627322015-12047","http://ufcstats.com/statistics/fighters?char=g&page=all","Alejandro","Garcia","Alex","5' 7""","145 lbs.","--","","14","10","0",""
"1627322015-12025","http://ufcstats.com/statistics/fighters?char=g&page=all","Travis","Galbraith","The Gladiator","6' 0""","170 lbs.","--","Orthodox","18","7","0",""
"1627322015-12167","http://ufcstats.com/statistics/fighters?char=g&page=all","Steven","Graham","","6' 1""","290 lbs.","--","Orthodox","2","1","0",""
"1627322015-12192","http://ufcstats.com/statistics/fighters?char=g&page=all","Maxim","Grishin","Maximus","6' 3""","220 lbs.","78.0""","Orthodox","31","9","2",""
"1627322015-12059","http://ufcstats.com/statistics/fighters?char=g&page=all","Brian","Gassaway","","6' 1""","170 lbs.","--","Orthodox","29","20","2",""
"1627322015-12117","http://ufcstats.com/statistics/fighters?char=g&page=all","Edson","Gomez","","5' 8""","170 lbs.","69.0""","Switch","6","2","0",""
"1627322015-12046","http://ufcstats.com/statistics/fighters?char=g&page=all","Edgar","Garcia","","5' 10""","170 lbs.","71.0""","Orthodox","14","5","0",""
"1627322015-12029","http://ufcstats.com/statistics/fighters?char=g&page=all","Daniel","Gallemore","Big Kansas","6' 5""","265 lbs.","--","","7","3","0",""
"1627322015-12088","http://ufcstats.com/statistics/fighters?char=g&page=all","Gregor","Gillespie","The Gift","5' 7""","155 lbs.","71.0""","Orthodox","14","1","0",""
"1627322015-12051","http://ufcstats.com/statistics/fighters?char=g&page=all","Elias","Garcia","","5' 5""","125 lbs.","67.0""","Southpaw","6","2","0",""
"1627322015-12064","http://ufcstats.com/statistics/fighters?char=g&page=all","Manuel","Gaxhja","","5' 10""","145 lbs.","--","","7","0","0",""
"1627322015-12173","http://ufcstats.com/statistics/fighters?char=g&page=all","Alexa","Grasso","","5' 5""","125 lbs.","66.0""","Orthodox","13","3","0",""
"1627322015-12086","http://ufcstats.com/statistics/fighters?char=g&page=all","Kultar","Gill","Black Mamba","6' 0""","154 lbs.","--","Orthodox","12","8","0",""
"1627322015-12212","http://ufcstats.com/statistics/fighters?char=g&page=all","John","Gunther","The Machine","5' 9""","155 lbs.","72.0""","Orthodox","5","1","0",""
"1627322015-12153","http://ufcstats.com/statistics/fighters?char=g&page=all","Daniel","Gracie","","6' 2""","225 lbs.","--","Orthodox","5","4","1",""
"1627322015-12104","http://ufcstats.com/statistics/fighters?char=g&page=all","Jason","Godsey","","6' 2""","230 lbs.","--","Orthodox","16","16","0",""
"1627322015-12027","http://ufcstats.com/statistics/fighters?char=g&page=all","Zelg","Galesic","Benkei","6' 2""","185 lbs.","--","Orthodox","11","9","0",""
"1627322015-12203","http://ufcstats.com/statistics/fighters?char=g&page=all","Shannon","Gugerty","","5' 10""","155 lbs.","71.0""","Orthodox","15","7","0",""
"1627322015-12107","http://ufcstats.com/statistics/fighters?char=g&page=all","Hannah","Goldy","24K","5' 4""","125 lbs.","61.0""","Orthodox","5","2","0",""
"1627322015-12126","http://ufcstats.com/statistics/fighters?char=g&page=all","Lewis","Gonzalez","Lethal","5' 10""","170 lbs.","--","Orthodox","11","3","0",""
"1627322015-12191","http://ufcstats.com/statistics/fighters?char=g&page=all","Rodrigo","Gripp de Sousa","Riscado","5' 11""","205 lbs.","--","Orthodox","7","9","0",""
"1627322015-12118","http://ufcstats.com/statistics/fighters?char=g&page=all","Silvana","Gomez Juarez","La Malvada","5' 3""","125 lbs.","--","Orthodox","6","2","0",""
"1627322015-12099","http://ufcstats.com/statistics/fighters?char=g&page=all","Mike","Glenn","","--","205 lbs.","--","","5","6","0",""
"1627322015-12096","http://ufcstats.com/statistics/fighters?char=g&page=all","Israel","Giron","El Rojo","5' 8""","155 lbs.","--","","19","5","0",""
"1627322015-12068","http://ufcstats.com/statistics/fighters?char=g&page=all","Brian","Geraghty","Duke","5' 7""","155 lbs.","--","Orthodox","26","18","1",""
