web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322406-12827","http://ufcstats.com/statistics/fighters?char=l&page=all","Matt","Lindland","The Law","6' 0""","185 lbs.","74.0""","Southpaw","22","9","0",""
"1627322406-12737","http://ufcstats.com/statistics/fighters?char=l&page=all","TJ","Laramie","","5' 6""","145 lbs.","66.0""","Orthodox","12","4","0",""
"1627322406-12720","http://ufcstats.com/statistics/fighters?char=l&page=all","Noad","Lahat","Neo","5' 9""","145 lbs.","69.0""","Orthodox","11","2","0",""
"1627322406-12814","http://ufcstats.com/statistics/fighters?char=l&page=all","Chuck","Liddell","The Iceman","6' 2""","205 lbs.","76.0""","Orthodox","21","8","0",""
"1627322406-12718","http://ufcstats.com/statistics/fighters?char=l&page=all","Ryan","LaFlare","","6' 1""","170 lbs.","74.0""","Southpaw","14","3","0",""
"1627322406-12841","http://ufcstats.com/statistics/fighters?char=l&page=all","Sean","Loeffler","The Destroyer","6' 3""","185 lbs.","--","Orthodox","31","5","0",""
"1627322406-12863","http://ufcstats.com/statistics/fighters?char=l&page=all","Ian","Loveland","The Barn Owl","5' 8""","145 lbs.","--","Orthodox","18","10","0",""
"1627322406-12741","http://ufcstats.com/statistics/fighters?char=l&page=all","Brock","Larson","","5' 11""","170 lbs.","71.0""","Southpaw","42","10","0",""
"1627322406-12782","http://ufcstats.com/statistics/fighters?char=l&page=all","Thales","Leites","","6' 1""","185 lbs.","78.0""","Orthodox","28","9","0",""
"1627322406-12716","http://ufcstats.com/statistics/fighters?char=l&page=all","Kemran","Lachinov","","--","170 lbs.","--","","3","2","0",""
"1627322406-12871","http://ufcstats.com/statistics/fighters?char=l&page=all","Duane","Ludwig","Bang","5' 10""","170 lbs.","70.0""","Orthodox","21","14","0",""
"1627322406-12713","http://ufcstats.com/statistics/fighters?char=l&page=all","Achmed","Labasanov","","6' 3""","215 lbs.","--","Orthodox","7","4","0",""
"1627322406-12824","http://ufcstats.com/statistics/fighters?char=l&page=all","Douglas","Lima","The Phenom","6' 1""","170 lbs.","--","","29","6","0",""
"1627322406-12853","http://ufcstats.com/statistics/fighters?char=l&page=all","Steve","Lopez","","5' 11""","155 lbs.","--","Orthodox","13","6","1",""
"1627322406-12781","http://ufcstats.com/statistics/fighters?char=l&page=all","Cheyden","Leialoha","Steadfast","5' 8""","135 lbs.","73.0""","Orthodox","6","0","0",""
"1627322406-12794","http://ufcstats.com/statistics/fighters?char=l&page=all","Chad","Leonhardt","The Boss","6' 0""","170 lbs.","--","","9","4","0",""
"1627322406-12776","http://ufcstats.com/statistics/fighters?char=l&page=all","Kevin","Lee","The Motown Phenom","5' 9""","170 lbs.","77.0""","Orthodox","18","6","0",""
"1627322406-12845","http://ufcstats.com/statistics/fighters?char=l&page=all","Michael","Lombardo","The Don","6' 0""","170 lbs.","72.0""","Orthodox","11","2","0",""
"1627322406-12823","http://ufcstats.com/statistics/fighters?char=l&page=all","Dhiego","Lima","","6' 2""","170 lbs.","75.0""","Orthodox","17","9","0",""
"1627322406-12721","http://ufcstats.com/statistics/fighters?char=l&page=all","Tina","Lahdemaki","Jelly Bean","5' 2""","115 lbs.","--","Orthodox","5","1","0",""
"1627322406-12850","http://ufcstats.com/statistics/fighters?char=l&page=all","Lucas","Lopes","","6' 2""","185 lbs.","--","","29","19","0",""
"1627322406-12722","http://ufcstats.com/statistics/fighters?char=l&page=all","Tim","Lajcik","The Bohemian","6' 1""","225 lbs.","--","Orthodox","7","6","1",""
"1627322406-12724","http://ufcstats.com/statistics/fighters?char=l&page=all","Sean","Lally","The Unpredictable One","6' 0""","170 lbs.","--","Orthodox","7","3","0",""
"1627322406-12777","http://ufcstats.com/statistics/fighters?char=l&page=all","Rocky","Lee","","5' 9""","145 lbs.","--","Orthodox","3","2","0",""
"1627322406-12819","http://ufcstats.com/statistics/fighters?char=l&page=all","Donnie","Liles","","5' 9""","170 lbs.","--","Orthodox","17","7","0",""
"1627322406-12734","http://ufcstats.com/statistics/fighters?char=l&page=all","Taylor","Lapilus","Double Impact","5' 6""","135 lbs.","73.0""","Southpaw","11","2","0",""
"1627322406-12727","http://ufcstats.com/statistics/fighters?char=l&page=all","Jose","Landi-Jons","Pele","5' 11""","170 lbs.","--","Orthodox","29","16","0",""
"1627322406-12833","http://ufcstats.com/statistics/fighters?char=l&page=all","Ariane","Lipski","Queen of Violence","5' 6""","125 lbs.","67.0""","Orthodox","13","7","0",""
"1627322406-12728","http://ufcstats.com/statistics/fighters?char=l&page=all","Nate","Landwehr","The Train","5' 9""","145 lbs.","72.0""","Orthodox","14","4","0",""
"1627322406-12829","http://ufcstats.com/statistics/fighters?char=l&page=all","John","Lineker","Hands of Stone","5' 3""","135 lbs.","67.0""","Orthodox","31","9","0",""
"1627322406-12825","http://ufcstats.com/statistics/fighters?char=l&page=all","Mabelly","Lima","","5' 2""","135 lbs.","--","Orthodox","7","1","0",""
"1627322406-12877","http://ufcstats.com/statistics/fighters?char=l&page=all","Thaddeus","Luster","","6' 3""","210 lbs.","--","","0","1","0",""
"1627322406-12712","http://ufcstats.com/statistics/fighters?char=l&page=all","","null","null","null","null","null","null","null","null","null","null"
"1627322406-12809","http://ufcstats.com/statistics/fighters?char=l&page=all","Bevon","Lewis","","6' 3""","185 lbs.","79.0""","Orthodox","7","3","0",""
"1627322406-12719","http://ufcstats.com/statistics/fighters?char=l&page=all","Ben","Lagman","Bad News","6' 2""","185 lbs.","--","","6","5","0",""
"1627322406-12806","http://ufcstats.com/statistics/fighters?char=l&page=all","Natan","Levy","","5' 9""","155 lbs.","71.0""","Southpaw","6","0","0",""
"1627322406-12812","http://ufcstats.com/statistics/fighters?char=l&page=all","Li","Jingliang","The Leech","6' 0""","170 lbs.","71.0""","Orthodox","18","6","0",""
"1627322406-12763","http://ufcstats.com/statistics/fighters?char=l&page=all","Chris","Leben","The Crippler","5' 11""","185 lbs.","73.0""","Southpaw","22","11","0",""
"1627322406-12755","http://ufcstats.com/statistics/fighters?char=l&page=all","Ronnie","Lawrence","The Heat","5' 8""","135 lbs.","68.0""","Switch","7","1","0",""
"1627322406-12736","http://ufcstats.com/statistics/fighters?char=l&page=all","Anthony","Lapsley","The Recipe","5' 9""","170 lbs.","--","Southpaw","23","7","0",""
"1627322406-12714","http://ufcstats.com/statistics/fighters?char=l&page=all","Josh","LaBerge","","5' 10""","145 lbs.","--","","11","6","0",""
"1627322406-12793","http://ufcstats.com/statistics/fighters?char=l&page=all","Anthony","Leone","","5' 6""","135 lbs.","--","Orthodox","15","8","0",""
"1627322406-12855","http://ufcstats.com/statistics/fighters?char=l&page=all","Jorge","Lopez","","5' 10""","170 lbs.","--","Orthodox","11","5","0",""
"1627322406-12715","http://ufcstats.com/statistics/fighters?char=l&page=all","Jeremiah","Labiano","The Kid","5' 10""","135 lbs.","--","","11","5","0",""
"1627322406-12817","http://ufcstats.com/statistics/fighters?char=l&page=all","Scott","Lighty","","6' 2""","205 lbs.","--","","6","2","0",""
"1627322406-12744","http://ufcstats.com/statistics/fighters?char=l&page=all","Ilir","Latifi","The Sledgehammer","5' 10""","230 lbs.","73.0""","Orthodox","16","8","0",""
"1627322406-12752","http://ufcstats.com/statistics/fighters?char=l&page=all","Tom","Lawlor","Filthy","6' 0""","205 lbs.","74.0""","Southpaw","10","6","0",""
"1627322406-12843","http://ufcstats.com/statistics/fighters?char=l&page=all","David","Loiseau","The Crow","6' 0""","185 lbs.","76.0""","Orthodox","23","11","0",""
"1627322406-12880","http://ufcstats.com/statistics/fighters?char=l&page=all","Lv","Zhenhong","","5' 8""","145 lbs.","67.0""","Switch","16","6","0",""
"1627322406-12746","http://ufcstats.com/statistics/fighters?char=l&page=all","Jenel","Lausa","","5' 5""","125 lbs.","68.0""","Orthodox","7","5","0",""
"1627322406-12881","http://ufcstats.com/statistics/fighters?char=l&page=all","Stevie","Lynch","","5' 10""","170 lbs.","--","Orthodox","5","2","0",""
