web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627322813-13566","http://ufcstats.com/statistics/fighters?char=p&page=all","Dmitry","Poberezhets","","6' 3""","237 lbs.","--","","24","5","1",""
"1627322813-13588","http://ufcstats.com/statistics/fighters?char=p&page=all","Carlo","Prater","Neo","5' 11""","155 lbs.","72.0""","Switch","31","18","1",""
"1627322813-13554","http://ufcstats.com/statistics/fighters?char=p&page=all","Nick","Piedmont","No Limit","5' 10""","145 lbs.","--","","12","7","1",""
"1627322813-13536","http://ufcstats.com/statistics/fighters?char=p&page=all","Sergio","Pettis","","5' 6""","125 lbs.","69.0""","Orthodox","18","5","0",""
"1627322813-13543","http://ufcstats.com/statistics/fighters?char=p&page=all","Dave","Phillips","The Rockstar","6' 0""","185 lbs.","--","Orthodox","13","7","0",""
"1627322813-13587","http://ufcstats.com/statistics/fighters?char=p&page=all","Ricardo","Prasel","Alemao","6' 7""","238 lbs.","78.0""","Orthodox","10","2","0",""
"1627322813-13555","http://ufcstats.com/statistics/fighters?char=p&page=all","Mike","Pierce","","5' 8""","170 lbs.","71.0""","Orthodox","17","7","0",""
"1627322813-13473","http://ufcstats.com/statistics/fighters?char=p&page=all","Claude","Patrick","The Prince","5' 11""","170 lbs.","75.0""","Orthodox","14","2","0",""
"1627322813-13557","http://ufcstats.com/statistics/fighters?char=p&page=all","Sean","Pierson","The Punisher","6' 0""","170 lbs.","76.0""","Southpaw","14","6","0",""
"1627322813-13519","http://ufcstats.com/statistics/fighters?char=p&page=all","Markus","Perez","Maluko","6' 1""","185 lbs.","73.0""","Orthodox","12","5","0",""
"1627322813-13572","http://ufcstats.com/statistics/fighters?char=p&page=all","Julia","Polastri","","5' 2""","115 lbs.","--","","8","2","0",""
"1627322813-13428","http://ufcstats.com/statistics/fighters?char=p&page=all","Nick","Pace","","5' 7""","135 lbs.","68.0""","Orthodox","8","3","0",""
"1627322813-13599","http://ufcstats.com/statistics/fighters?char=p&page=all","Joe","Proctor","","5' 10""","155 lbs.","72.0""","Orthodox","11","5","0",""
"1627322813-13580","http://ufcstats.com/statistics/fighters?char=p&page=all","Ihor","Potieria","The Duelist","6' 3""","185 lbs.","--","","17","2","0",""
"1627322813-13505","http://ufcstats.com/statistics/fighters?char=p&page=all","Godofredo","Pepey","","5' 7""","145 lbs.","73.0""","Orthodox","13","6","0",""
"1627322813-13546","http://ufcstats.com/statistics/fighters?char=p&page=all","John","Phillips","The Welsh Wrecking Machine","5' 11""","185 lbs.","75.0""","Southpaw","22","11","0",""
"1627322813-13556","http://ufcstats.com/statistics/fighters?char=p&page=all","Joao","Pierini","","6' 1""","155 lbs.","--","Switch","4","1","0",""
"1627322813-13497","http://ufcstats.com/statistics/fighters?char=p&page=all","Drew","Pendleton","","--","145 lbs.","--","","5","0","0",""
"1627322813-13443","http://ufcstats.com/statistics/fighters?char=p&page=all","Ricky","Palacios","El Gallero","5' 6""","145 lbs.","--","Orthodox","10","1","0",""
"1627322813-13551","http://ufcstats.com/statistics/fighters?char=p&page=all","Brad","Pickett","One Punch","5' 6""","135 lbs.","68.0""","Orthodox","25","14","0",""
"1627322813-13480","http://ufcstats.com/statistics/fighters?char=p&page=all","Estevan","Payan","El Terrible","5' 10""","145 lbs.","--","Orthodox","16","12","0",""
"1627322813-13532","http://ufcstats.com/statistics/fighters?char=p&page=all","Armen","Petrosyan","","--","185 lbs.","--","","4","0","0",""
"1627322813-13476","http://ufcstats.com/statistics/fighters?char=p&page=all","Justin","Patterson","The Tactician","5' 10""","170 lbs.","--","","9","3","0",""
"1627322813-13547","http://ufcstats.com/statistics/fighters?char=p&page=all","Kyler","Phillips","The Matrix","5' 8""","135 lbs.","72.0""","Orthodox","9","2","0",""
"1627322813-13488","http://ufcstats.com/statistics/fighters?char=p&page=all","Matt","Pedro","","--","--","--","","3","1","0",""
"1627322813-13435","http://ufcstats.com/statistics/fighters?char=p&page=all","Damacio","Page","The Angel of Death","5' 6""","135 lbs.","66.0""","Orthodox","19","10","0",""
"1627322813-13598","http://ufcstats.com/statistics/fighters?char=p&page=all","Lara","Procopio","","5' 4""","125 lbs.","67.0""","Orthodox","7","2","0",""
"1627322813-13576","http://ufcstats.com/statistics/fighters?char=p&page=all","Grigory","Popov","","5' 7""","135 lbs.","68.0""","Switch","13","3","0",""
"1627322813-13597","http://ufcstats.com/statistics/fighters?char=p&page=all","Jiri","Prochazka","Denisa","6' 3""","205 lbs.","80.0""","Orthodox","28","3","1",""
"1627322813-13494","http://ufcstats.com/statistics/fighters?char=p&page=all","Julianna","Pena","The Venezuelan Vixen","5' 6""","135 lbs.","69.0""","Orthodox","11","4","0",""
