web-scraper-order,web-scraper-start-url,First,Last,Nickname,Height,Weight,Reach,Stance,Wins,Losses,Draws,Belt
"1627323416-14472","http://ufcstats.com/statistics/fighters?char=w&page=all","Anying","Wang","","6' 0""","170 lbs.","--","Orthodox","2","1","0",""
"1627323416-14476","http://ufcstats.com/statistics/fighters?char=w&page=all","Terrion","Ware","Flash","5' 8""","135 lbs.","71.0""","Orthodox","17","9","0",""
"1627323416-14469","http://ufcstats.com/statistics/fighters?char=w&page=all","Dimitiri","Wanderley","","--","205 lbs.","--","Orthodox","5","2","0",""
"1627323416-14520","http://ufcstats.com/statistics/fighters?char=w&page=all","Robert","Whittaker","The Reaper","6' 0""","185 lbs.","73.0""","Orthodox","24","5","0",""
"1627323416-14449","http://ufcstats.com/statistics/fighters?char=w&page=all","James","Wade","","5' 10""","205 lbs.","--","","4","11","0",""
"1627323416-14493","http://ufcstats.com/statistics/fighters?char=w&page=all","Enrique","Watson","","--","185 lbs.","--","","3","1","0",""
"1627323416-14484","http://ufcstats.com/statistics/fighters?char=w&page=all","Andy","Waters","","6' 0""","170 lbs.","--","","1","2","0",""
"1627323416-14500","http://ufcstats.com/statistics/fighters?char=w&page=all","Chris","Weidman","The All-American","6' 2""","185 lbs.","78.0""","Orthodox","15","6","0",""
"1627323416-14533","http://ufcstats.com/statistics/fighters?char=w&page=all","Carter","Williams","The Beast","6' 1""","265 lbs.","--","Orthodox","4","5","0",""
"1627323416-14510","http://ufcstats.com/statistics/fighters?char=w&page=all","Vernon","White","Tiger","6' 0""","205 lbs.","--","Southpaw","26","33","2",""
"1627323416-14467","http://ufcstats.com/statistics/fighters?char=w&page=all","Patrick","Walsh","The Beast of the East","5' 11""","185 lbs.","--","","10","3","0",""
"1627323416-14481","http://ufcstats.com/statistics/fighters?char=w&page=all","Kengo","Watanabe","","6' 4""","220 lbs.","--","Orthodox","8","13","3",""
"1627323416-14551","http://ufcstats.com/statistics/fighters?char=w&page=all","Jason","Witt","The Vanilla Gorilla","5' 10""","170 lbs.","70.0""","Orthodox","18","7","0",""
"1627323416-14486","http://ufcstats.com/statistics/fighters?char=w&page=all","Michelle","Waterson","The Karate Hottie","5' 3""","115 lbs.","62.0""","Orthodox","18","9","0",""
"1627323416-14568","http://ufcstats.com/statistics/fighters?char=w&page=all","Jordan","Wright","The Beverly Hills Ninja","6' 2""","205 lbs.","77.0""","Orthodox","12","1","0",""
"1627323416-14534","http://ufcstats.com/statistics/fighters?char=w&page=all","Patrick","Williams","The Animal","5' 8""","135 lbs.","73.0""","Orthodox","8","6","0",""
"1627323416-14516","http://ufcstats.com/statistics/fighters?char=w&page=all","Mike","Whitehead","","6' 1""","205 lbs.","--","Orthodox","27","8","0",""
"1627323416-14477","http://ufcstats.com/statistics/fighters?char=w&page=all","Joe","Warren","","5' 6""","135 lbs.","--","Orthodox","15","6","0",""
"1627323416-14509","http://ufcstats.com/statistics/fighters?char=w&page=all","Coty","Wheeler","Ox","5' 6""","135 lbs.","67.0""","Orthodox","14","5","0",""
"1627323416-14538","http://ufcstats.com/statistics/fighters?char=w&page=all","Khaos","Williams","The OxFighter","6' 0""","170 lbs.","77.0""","Orthodox","12","2","0",""
"1627323416-14535","http://ufcstats.com/statistics/fighters?char=w&page=all","Tim","Williams","The South Jersey Strangler","6' 2""","185 lbs.","76.0""","Orthodox","15","5","0",""
"1627323416-14458","http://ufcstats.com/statistics/fighters?char=w&page=all","Ben","Wall","Manimal","5' 10""","155 lbs.","--","Orthodox","8","7","1",""
"1627323416-14515","http://ufcstats.com/statistics/fighters?char=w&page=all","Robert","Whiteford","The Hammer","5' 9""","145 lbs.","69.0""","Southpaw","14","4","0",""
"1627323416-14544","http://ufcstats.com/statistics/fighters?char=w&page=all","Sean","Wilson","P-Town","5' 8""","145 lbs.","--","","36","29","0",""
"1627323416-14559","http://ufcstats.com/statistics/fighters?char=w&page=all","Salvador","Woods","","5' 11""","170 lbs.","--","","8","17","0",""
"1627323416-14498","http://ufcstats.com/statistics/fighters?char=w&page=all","Darian","Weeks","","5' 10""","170 lbs.","--","","5","0","0",""
"1627323416-14453","http://ufcstats.com/statistics/fighters?char=w&page=all","Chase","Waldon","","6' 1""","185 lbs.","75.0""","Orthodox","11","2","0",""
"1627323416-14548","http://ufcstats.com/statistics/fighters?char=w&page=all","Andre","Winner","","5' 11""","155 lbs.","73.0""","Orthodox","21","11","2",""
"1627323416-14539","http://ufcstats.com/statistics/fighters?char=w&page=all","Karl","Willis","","--","--","--","","0","5","0",""
"1627323416-14456","http://ufcstats.com/statistics/fighters?char=w&page=all","Donny","Walker","Eagle Eye","5' 9""","135 lbs.","--","","15","10","0",""
"1627323416-14485","http://ufcstats.com/statistics/fighters?char=w&page=all","Dominic","Waters","Sho Nuff","6' 1""","170 lbs.","79.0""","Orthodox","9","5","0",""
"1627323416-14462","http://ufcstats.com/statistics/fighters?char=w&page=all","Randall","Wallace","Braveheart","5' 11""","185 lbs.","73.0""","Orthodox","15","6","0",""
"1627323416-14527","http://ufcstats.com/statistics/fighters?char=w&page=all","Mike","Wilkinson","The Warrior","5' 7""","145 lbs.","66.0""","Orthodox","9","4","0",""
"1627323416-14503","http://ufcstats.com/statistics/fighters?char=w&page=all","Jeremiah","Wells","","5' 9""","170 lbs.","74.0""","Switch","9","2","1",""
"1627323416-14504","http://ufcstats.com/statistics/fighters?char=w&page=all","Fabricio","Werdum","Vai Cavalo","6' 4""","231 lbs.","77.0""","Orthodox","24","9","1",""
